AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
EMR,Eastern Mediterranean,Somalia,2016,Both sexes,BTSX,Ischaemic heart disease,1314,1103,1513,"1,314 [1,103 – 1,513]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Male,MLE,Lower respiratory infections,1316,1048,1577,"1,316 [1,048 – 1,577]",7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Female,FMLE,Total,1324,1048,1629,"1,324 [1,048 – 1,629]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,Lower respiratory infections,1324,738.1,1999,"1,324 [738.1 – 1,999]",7/6/18 0:00
AMR,Americas,Argentina,2016,Female,FMLE,Chronic obstructive pulmonary disease,1331,528.6,2352,"1,331 [528.6 – 2,352]",7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Female,FMLE,Total,1338,1149,1553,"1,338 [1,149 – 1,553]",7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Female,FMLE,Ischaemic heart disease,1344,980.6,1720,"1,344 [980.6 – 1,720]",7/6/18 0:00
AMR,Americas,Ecuador,2016,Female,FMLE,Total,1368,1072,1724,"1,368 [1,072 – 1,724]",7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Female,FMLE,Chronic obstructive pulmonary disease,1372,650.2,2277,"1,372 [650.2 – 2,277]",7/6/18 0:00
EUR,Europe,Turkey,2016,Male,MLE,Lower respiratory infections,1376,1044,1733,"1,376 [1,044 – 1,733]",7/6/18 0:00
EUR,Europe,Georgia,2016,Female,FMLE,Ischaemic heart disease,1379,932.6,1849,"1,379 [932.6 – 1,849]",7/6/18 0:00
EUR,Europe,Armenia,2016,Both sexes,BTSX,Ischaemic heart disease,1380,1024,1732,"1,380 [1,024 – 1,732]",7/6/18 0:00
EUR,Europe,Slovakia,2016,Female,FMLE,Total,1381,1052,1779,"1,381 [1,052 – 1,779]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Male,MLE,Chronic obstructive pulmonary disease,1381,773.3,2093,"1,381 [773.3 – 2,093]",7/6/18 0:00
AFR,Africa,Rwanda,2016,Female,FMLE,Total,1401,1181,1656,"1,401 [1,181 – 1,656]",7/6/18 0:00
AFR,Africa,Central African Republic,2016,Male,MLE,Total,1402,1201,1621,"1,402 [1,201 – 1,621]",7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Both sexes,BTSX,Ischaemic heart disease,1407,1162,1635,"1,407 [1,162 – 1,635]",7/6/18 0:00
AFR,Africa,Rwanda,2016,Male,MLE,Total,1410,1172,1670,"1,410 [1,172 – 1,670]",7/6/18 0:00
AMR,Americas,Argentina,2016,Male,MLE,Chronic obstructive pulmonary disease,1410,559.8,2491,"1,410 [559.8 – 2,491]",7/6/18 0:00
AMR,Americas,Guatemala,2016,Both sexes,BTSX,Lower respiratory infections,1410,815.4,2064,"1,410 [815.4 – 2,064]",7/6/18 0:00
AFR,Africa,Guinea,2016,Male,MLE,Lower respiratory infections,1411,795.3,2114,"1,411 [795.3 – 2,114]",7/6/18 0:00
EMR,Eastern Mediterranean,Pakistan,2016,Male,MLE,"Trachea, bronchus, lung cancers",1413,927.6,1908,"1,413 [927.6 – 1,908]",7/6/18 0:00
AMR,Americas,Peru,2016,Female,FMLE,Ischaemic heart disease,1422,1056,1791,"1,422 [1,056 – 1,791]",7/6/18 0:00
AFR,Africa,Central African Republic,2016,Female,FMLE,Total,1424,1230,1648,"1,424 [1,230 – 1,648]",7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Both sexes,BTSX,Total,1432,1281,1597,"1,432 [1,281 – 1,597]",7/6/18 0:00
EMR,Eastern Mediterranean,Afghanistan,2016,Female,FMLE,Stroke,1439,1226,1668,"1,439 [1,226 – 1,668]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Male,MLE,Chronic obstructive pulmonary disease,1439,711.6,2348,"1,439 [711.6 – 2,348]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Both sexes,BTSX,Ischaemic heart disease,1442,1182,1687,"1,442 [1,182 – 1,687]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Both sexes,BTSX,Stroke,1443,1011,2221,"1,443 [1,011 – 2,221]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Female,FMLE,Stroke,1444,1222,1693,"1,444 [1,222 – 1,693]",7/6/18 0:00
EUR,Europe,Greece,2016,Both sexes,BTSX,Stroke,1444,664.3,3042,"1,444 [664.3 – 3,042]",7/6/18 0:00
EUR,Europe,Poland,2016,Female,FMLE,Lower respiratory infections,1445,808.3,2188,"1,445 [808.3 – 2,188]",7/6/18 0:00
EUR,Europe,Portugal,2016,Female,FMLE,Total,1448,922.3,2365,"1,448 [922.3 – 2,365]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Female,FMLE,Ischaemic heart disease,1451,1070,1839,"1,451 [1,070 – 1,839]",7/6/18 0:00
EUR,Europe,The former Yugoslav Republic of Macedonia,2016,Both sexes,BTSX,Total,1451,1215,1717,"1,451 [1,215 – 1,717]",7/6/18 0:00
AMR,Americas,Bolivia (Plurinational State of),2016,Both sexes,BTSX,Ischaemic heart disease,1452,1140,1747,"1,452 [1,140 – 1,747]",7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Female,FMLE,Total,1453,1152,1810,"1,453 [1,152 – 1,810]",7/6/18 0:00
EUR,Europe,Croatia,2016,Female,FMLE,Total,1454,1051,1974,"1,454 [1,051 – 1,974]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Both sexes,BTSX,Stroke,1454,1059,2086,"1,454 [1,059 – 2,086]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Both sexes,BTSX,Ischaemic heart disease,1456,1176,1721,"1,456 [1,176 – 1,721]",7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Male,MLE,Ischaemic heart disease,1460,1163,1742,"1,460 [1,163 – 1,742]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Male,MLE,Ischaemic heart disease,1462,1263,1668,"1,462 [1,263 – 1,668]",7/6/18 0:00
EUR,Europe,France,2016,Male,MLE,Chronic obstructive pulmonary disease,1462,559.3,2612,"1,462 [559.3 – 2,612]",7/6/18 0:00
EUR,Europe,Serbia,2016,Female,FMLE,Ischaemic heart disease,1469,1027,1928,"1,469 [1,027 – 1,928]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Female,FMLE,Stroke,1472,1231,1739,"1,472 [1,231 – 1,739]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Female,FMLE,Ischaemic heart disease,1476,1215,1720,"1,476 [1,215 – 1,720]",7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Both sexes,BTSX,Total,1477,1313,1646,"1,477 [1,313 – 1,646]",7/6/18 0:00
AFR,Africa,Niger,2016,Both sexes,BTSX,Stroke,1478,1256,1717,"1,478 [1,256 – 1,717]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Both sexes,BTSX,Stroke,1483,1173,1863,"1,483 [1,173 – 1,863]",7/6/18 0:00
EUR,Europe,Croatia,2016,Male,MLE,Total,1483,1219,1780,"1,483 [1,219 – 1,780]",7/6/18 0:00
AMR,Americas,Cuba,2016,Male,MLE,Ischaemic heart disease,1485,1119,1825,"1,485 [1,119 – 1,825]",7/6/18 0:00
EUR,Europe,Portugal,2016,Male,MLE,Total,1488,1044,2123,"1,488 [1,044 – 2,123]",7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Male,MLE,Total,1488,1316,1671,"1,488 [1,316 – 1,671]",7/6/18 0:00
EUR,Europe,Georgia,2016,Male,MLE,Ischaemic heart disease,1489,1150,1809,"1,489 [1,150 – 1,809]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,1489,880.3,2148,"1,489 [880.3 – 2,148]",7/6/18 0:00
EMR,Eastern Mediterranean,Kuwait,2016,Both sexes,BTSX,Total,1491,1355,1642,"1,491 [1,355 – 1,642]",7/6/18 0:00
AFR,Africa,Malawi,2016,Female,FMLE,Total,1497,1133,1890,"1,497 [1,133 – 1,890]",7/6/18 0:00
AFR,Africa,Rwanda,2016,Both sexes,BTSX,Lower respiratory infections,1500,1086,1937,"1,500 [1,086 – 1,937]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",1504,1062,1934,"1,504 [1,062 – 1,934]",7/6/18 0:00
AFR,Africa,Benin,2016,Female,FMLE,Lower respiratory infections,1505,1085,1955,"1,505 [1,085 – 1,955]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Male,MLE,Lower respiratory infections,1514,1110,1941,"1,514 [1,110 – 1,941]",7/6/18 0:00
EUR,Europe,Greece,2016,Male,MLE,Ischaemic heart disease,1524,1111,1925,"1,524 [1,111 – 1,925]",7/6/18 0:00
EUR,Europe,Belarus,2016,Both sexes,BTSX,Stroke,1530,1070,2331,"1,530 [1,070 – 2,331]",7/6/18 0:00
AFR,Africa,Mozambique,2016,Female,FMLE,Lower respiratory infections,1532,822.2,2354,"1,532 [822.2 – 2,354]",7/6/18 0:00
AFR,Africa,Benin,2016,Male,MLE,Lower respiratory infections,1542,1112,2003,"1,542 [1,112 – 2,003]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Male,MLE,Stroke,1547,1309,1810,"1,547 [1,309 – 1,810]",7/6/18 0:00
EUR,Europe,Poland,2016,Male,MLE,Lower respiratory infections,1549,866.7,2346,"1,549 [866.7 – 2,346]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Both sexes,BTSX,Lower respiratory infections,1556,953.4,2217,"1,556 [953.4 – 2,217]",7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Female,FMLE,Ischaemic heart disease,1559,1210,1932,"1,559 [1,210 – 1,932]",7/6/18 0:00
AFR,Africa,Mozambique,2016,Male,MLE,Lower respiratory infections,1563,838.5,2401,"1,563 [838.5 – 2,401]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",1566,944,2258,"1,566 [944 – 2,258]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Male,MLE,Lower respiratory infections,1571,474.8,3177,"1,571 [474.8 – 3,177]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Male,MLE,"Trachea, bronchus, lung cancers",1573,842.8,2453,"1,573 [842.8 – 2,453]",7/6/18 0:00
EUR,Europe,Serbia,2016,Both sexes,BTSX,Stroke,1577,1047,2400,"1,577 [1,047 – 2,400]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Both sexes,BTSX,Stroke,1579,1259,1950,"1,579 [1,259 – 1,950]",7/6/18 0:00
AMR,Americas,Colombia,2016,Both sexes,BTSX,Lower respiratory infections,1585,747.3,2615,"1,585 [747.3 – 2,615]",7/6/18 0:00
EUR,Europe,Croatia,2016,Both sexes,BTSX,Ischaemic heart disease,1590,1083,2110,"1,590 [1,083 – 2,110]",7/6/18 0:00
EUR,Europe,Slovakia,2016,Male,MLE,Total,1593,1325,1869,"1,593 [1,325 – 1,869]",7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Male,MLE,Total,1593,1351,1832,"1,593 [1,351 – 1,832]",7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Both sexes,BTSX,Ischaemic heart disease,1597,1193,2005,"1,597 [1,193 – 2,005]",7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Male,MLE,Total,1597,1356,1856,"1,597 [1,356 – 1,856]",7/6/18 0:00
EUR,Europe,Turkmenistan,2016,Male,MLE,Total,1599,1377,1823,"1,599 [1,377 – 1,823]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Female,FMLE,"Trachea, bronchus, lung cancers",1601,747.4,2723,"1,601 [747.4 – 2,723]",7/6/18 0:00
AFR,Africa,Senegal,2016,Both sexes,BTSX,Ischaemic heart disease,1603,1305,1890,"1,603 [1,305 – 1,890]",7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Both sexes,BTSX,Lower respiratory infections,1608,842,2495,"1,608 [842 – 2,495]",7/6/18 0:00
AFR,Africa,Togo,2016,Female,FMLE,Total,1609,1348,1889,"1,609 [1,348 – 1,889]",7/6/18 0:00
EMR,Eastern Mediterranean,Iran (Islamic Republic of),2016,Male,MLE,Chronic obstructive pulmonary disease,1615,918.6,2396,"1,615 [918.6 – 2,396]",7/6/18 0:00
AFR,Africa,Angola,2016,Both sexes,BTSX,Ischaemic heart disease,1620,1327,1906,"1,620 [1,327 – 1,906]",7/6/18 0:00
AMR,Americas,Canada,2016,Male,MLE,Ischaemic heart disease,1624,1037,2279,"1,624 [1,037 – 2,279]",7/6/18 0:00
AFR,Africa,Central African Republic,2016,Both sexes,BTSX,Lower respiratory infections,1629,1242,2036,"1,629 [1,242 – 2,036]",7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Male,MLE,Total,1632,1449,1821,"1,632 [1,449 – 1,821]",7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Both sexes,BTSX,Ischaemic heart disease,1639,1363,1904,"1,639 [1,363 – 1,904]",7/6/18 0:00
EUR,Europe,Latvia,2016,Both sexes,BTSX,Total,1640,1235,2202,"1,640 [1,235 – 2,202]",7/6/18 0:00
EUR,Europe,Serbia,2016,Male,MLE,Ischaemic heart disease,1641,1275,1996,"1,641 [1,275 – 1,996]",7/6/18 0:00
AFR,Africa,Malawi,2016,Male,MLE,Total,1642,1236,2092,"1,642 [1,236 – 2,092]",7/6/18 0:00
AMR,Americas,Bolivia (Plurinational State of),2016,Female,FMLE,Total,1642,1348,1967,"1,642 [1,348 – 1,967]",7/6/18 0:00
EUR,Europe,France,2016,Female,FMLE,Stroke,1649,623.4,4069,"1,649 [623.4 – 4,069]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Male,MLE,Stroke,1651,1238,2278,"1,651 [1,238 – 2,278]",7/6/18 0:00
AFR,Africa,Chad,2016,Both sexes,BTSX,Ischaemic heart disease,1658,1415,1905,"1,658 [1,415 – 1,905]",7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Male,MLE,Lower respiratory infections,1659,1308,2020,"1,659 [1,308 – 2,020]",7/6/18 0:00
AFR,Africa,Uganda,2016,Both sexes,BTSX,Stroke,1661,1393,1964,"1,661 [1,393 – 1,964]",7/6/18 0:00
AMR,Americas,Ecuador,2016,Male,MLE,Total,1662,1351,2043,"1,662 [1,351 – 2,043]",7/6/18 0:00
EUR,Europe,Belgium,2016,Both sexes,BTSX,Ischaemic heart disease,1664,1078,2304,"1,664 [1,078 – 2,304]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Female,FMLE,Stroke,1664,982.9,2828,"1,664 [982.9 – 2,828]",7/6/18 0:00
AMR,Americas,Guatemala,2016,Female,FMLE,Total,1671,1331,2033,"1,671 [1,331 – 2,033]",7/6/18 0:00
AMR,Americas,Honduras,2016,Both sexes,BTSX,Total,1671,1398,1946,"1,671 [1,398 – 1,946]",7/6/18 0:00
AFR,Africa,Congo,2016,Both sexes,BTSX,Total,1671,1441,1928,"1,671 [1,441 – 1,928]",7/6/18 0:00
EUR,Europe,Lithuania,2016,Both sexes,BTSX,Ischaemic heart disease,1673,1095,2284,"1,673 [1,095 – 2,284]",7/6/18 0:00
EMR,Eastern Mediterranean,Pakistan,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",1674,1099,2259,"1,674 [1,099 – 2,259]",7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Male,MLE,Total,1676,1194,2217,"1,676 [1,194 – 2,217]",7/6/18 0:00
AFR,Africa,Malawi,2016,Both sexes,BTSX,Lower respiratory infections,1680,948,2509,"1,680 [948 – 2,509]",7/6/18 0:00
AMR,Americas,Colombia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,1682,747.3,2835,"1,682 [747.3 – 2,835]",7/6/18 0:00
EUR,Europe,Austria,2016,Male,MLE,Total,1683,1285,2101,"1,683 [1,285 – 2,101]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Female,FMLE,Lower respiratory infections,1690,1144,2285,"1,690 [1,144 – 2,285]",7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Male,MLE,Total,1690,1270,2151,"1,690 [1,270 – 2,151]",7/6/18 0:00
AFR,Africa,Togo,2016,Both sexes,BTSX,Lower respiratory infections,1691,1175,2248,"1,691 [1,175 – 2,248]",7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Male,MLE,Total,1691,1420,1981,"1,691 [1,420 – 1,981]",7/6/18 0:00
EUR,Europe,Austria,2016,Female,FMLE,Total,1692,1169,2322,"1,692 [1,169 – 2,322]",7/6/18 0:00
EUR,Europe,Poland,2016,Male,MLE,Stroke,1713,1255,2419,"1,713 [1,255 – 2,419]",7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Female,FMLE,Total,1715,1324,2155,"1,715 [1,324 – 2,155]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Female,FMLE,Ischaemic heart disease,1719,1249,2181,"1,719 [1,249 – 2,181]",7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Both sexes,BTSX,Stroke,1727,1190,2666,"1,727 [1,190 – 2,666]",7/6/18 0:00
AFR,Africa,South Sudan,2016,Female,FMLE,Lower respiratory infections,1733,1292,2202,"1,733 [1,292 – 2,202]",7/6/18 0:00
EUR,Europe,Denmark,2016,Both sexes,BTSX,Total,1734,1251,2288,"1,734 [1,251 – 2,288]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Male,MLE,Lower respiratory infections,1736,1326,2169,"1,736 [1,326 – 2,169]",7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Female,FMLE,Total,1740,1316,2211,"1,740 [1,316 – 2,211]",7/6/18 0:00
EUR,Europe,France,2016,Male,MLE,"Trachea, bronchus, lung cancers",1740,825.9,2946,"1,740 [825.9 – 2,946]",7/6/18 0:00
EUR,Europe,Slovakia,2016,Both sexes,BTSX,Ischaemic heart disease,1743,1241,2257,"1,743 [1,241 – 2,257]",7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Male,MLE,Total,1753,1450,2038,"1,753 [1,450 – 2,038]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Both sexes,BTSX,Ischaemic heart disease,1753,1461,2039,"1,753 [1,461 – 2,039]",7/6/18 0:00
EUR,Europe,Poland,2016,Male,MLE,Chronic obstructive pulmonary disease,1756,900.4,2837,"1,756 [900.4 – 2,837]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Female,FMLE,Stroke,1767,699,4306,"1,767 [699 – 4,306]",7/6/18 0:00
AFR,Africa,Ghana,2016,Female,FMLE,Stroke,1768,1391,2226,"1,768 [1,391 – 2,226]",7/6/18 0:00
AMR,Americas,Chile,2016,Both sexes,BTSX,Ischaemic heart disease,1769,1336,2170,"1,769 [1,336 – 2,170]",7/6/18 0:00
AMR,Americas,Guatemala,2016,Male,MLE,Total,1772,1409,2163,"1,772 [1,409 – 2,163]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Both sexes,BTSX,Stroke,1788,1432,2211,"1,788 [1,432 – 2,211]",7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Both sexes,BTSX,Ischaemic heart disease,1801,1386,2182,"1,801 [1,386 – 2,182]",7/6/18 0:00
AMR,Americas,Mexico,2016,Female,FMLE,Lower respiratory infections,1803,1006,2735,"1,803 [1,006 – 2,735]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Female,FMLE,Ischaemic heart disease,1803,1184,2462,"1,803 [1,184 – 2,462]",7/6/18 0:00
AMR,Americas,Argentina,2016,Male,MLE,Lower respiratory infections,1812,675.1,3337,"1,812 [675.1 – 3,337]",7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Both sexes,BTSX,Ischaemic heart disease,1817,1353,2281,"1,817 [1,353 – 2,281]",7/6/18 0:00
AFR,Africa,Mali,2016,Both sexes,BTSX,Ischaemic heart disease,1817,1493,2134,"1,817 [1,493 – 2,134]",7/6/18 0:00
EUR,Europe,Czechia,2016,Female,FMLE,Ischaemic heart disease,1819,1135,2560,"1,819 [1,135 – 2,560]",7/6/18 0:00
EUR,Europe,Sweden,2016,Both sexes,BTSX,Total,1819,1139,2777,"1,819 [1,139 – 2,777]",7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Male,MLE,Total,1825,1519,2123,"1,825 [1,519 – 2,123]",7/6/18 0:00
AFR,Africa,Mali,2016,Male,MLE,Lower respiratory infections,1832,1283,2423,"1,832 [1,283 – 2,423]",7/6/18 0:00
AFR,Africa,Togo,2016,Male,MLE,Total,1839,1513,2168,"1,839 [1,513 – 2,168]",7/6/18 0:00
EUR,Europe,Spain,2016,Male,MLE,Chronic obstructive pulmonary disease,1844,606.6,3459,"1,844 [606.6 – 3,459]",7/6/18 0:00
EUR,Europe,Romania,2016,Male,MLE,Stroke,1848,1209,3026,"1,848 [1,209 – 3,026]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Male,MLE,Ischaemic heart disease,1850,1460,2203,"1,850 [1,460 – 2,203]",7/6/18 0:00
EUR,Europe,Albania,2016,Both sexes,BTSX,Total,1855,1490,2326,"1,855 [1,490 – 2,326]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Both sexes,BTSX,Lower respiratory infections,1857,1283,2482,"1,857 [1,283 – 2,482]",7/6/18 0:00
AMR,Americas,Haiti,2016,Both sexes,BTSX,Ischaemic heart disease,1857,1485,2206,"1,857 [1,485 – 2,206]",7/6/18 0:00
AFR,Africa,Mali,2016,Female,FMLE,Lower respiratory infections,1860,1303,2461,"1,860 [1,303 – 2,461]",7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Male,MLE,Stroke,1861,1542,2206,"1,861 [1,542 – 2,206]",7/6/18 0:00
AFR,Africa,South Sudan,2016,Male,MLE,Lower respiratory infections,1866,1391,2372,"1,866 [1,391 – 2,372]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Female,FMLE,Ischaemic heart disease,1869,1405,2349,"1,869 [1,405 – 2,349]",7/6/18 0:00
AFR,Africa,Zambia,2016,Female,FMLE,Total,1869,1429,2323,"1,869 [1,429 – 2,323]",7/6/18 0:00
EUR,Europe,Turkmenistan,2016,Both sexes,BTSX,Ischaemic heart disease,1878,1479,2245,"1,878 [1,479 – 2,245]",7/6/18 0:00
AMR,Americas,Argentina,2016,Both sexes,BTSX,Stroke,1885,1219,3220,"1,885 [1,219 – 3,220]",7/6/18 0:00
AFR,Africa,Zambia,2016,Male,MLE,Total,1898,1424,2389,"1,898 [1,424 – 2,389]",7/6/18 0:00
EUR,Europe,Israel,2016,Both sexes,BTSX,Total,1904,1539,2353,"1,904 [1,539 – 2,353]",7/6/18 0:00
AMR,Americas,El Salvador,2016,Both sexes,BTSX,Total,1905,1598,2228,"1,905 [1,598 – 2,228]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",1908,1022,2975,"1,908 [1,022 – 2,975]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Male,MLE,Lower respiratory infections,1908,1152,2732,"1,908 [1,152 – 2,732]",7/6/18 0:00
AFR,Africa,Mauritania,2016,Both sexes,BTSX,Total,1910,1623,2227,"1,910 [1,623 – 2,227]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Male,MLE,"Trachea, bronchus, lung cancers",1912,1077,2878,"1,912 [1,077 – 2,878]",7/6/18 0:00
WPR,Western Pacific,Australia,2016,Female,FMLE,Total,1922,1284,2872,"1,922 [1,284 – 2,872]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Female,FMLE,Stroke,1924,1634,2259,"1,924 [1,634 – 2,259]",7/6/18 0:00
AMR,Americas,Peru,2016,Male,MLE,Ischaemic heart disease,1928,1551,2282,"1,928 [1,551 – 2,282]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Female,FMLE,Chronic obstructive pulmonary disease,1933,1088,2906,"1,933 [1,088 – 2,906]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Female,FMLE,Lower respiratory infections,1934,1167,2769,"1,934 [1,167 – 2,769]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Both sexes,BTSX,Stroke,1937,1641,2254,"1,937 [1,641 – 2,254]",7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Male,MLE,Ischaemic heart disease,1938,1531,2356,"1,938 [1,531 – 2,356]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Male,MLE,Stroke,1939,1632,2289,"1,939 [1,632 – 2,289]",7/6/18 0:00
EUR,Europe,Czechia,2016,Male,MLE,Ischaemic heart disease,1940,1434,2450,"1,940 [1,434 – 2,450]",7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Both sexes,BTSX,Total,1944,1557,2456,"1,944 [1,557 – 2,456]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Male,MLE,"Trachea, bronchus, lung cancers",1948,1086,2950,"1,948 [1,086 – 2,950]",7/6/18 0:00
AFR,Africa,Burundi,2016,Female,FMLE,Total,1949,1559,2340,"1,949 [1,559 – 2,340]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Female,FMLE,Ischaemic heart disease,1952,1559,2324,"1,952 [1,559 – 2,324]",7/6/18 0:00
WPR,Western Pacific,Australia,2016,Both sexes,BTSX,Ischaemic heart disease,1954,1163,2899,"1,954 [1,163 – 2,899]",7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Both sexes,BTSX,Lower respiratory infections,1958,1034,3027,"1,958 [1,034 – 3,027]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Female,FMLE,Chronic obstructive pulmonary disease,1959,1061,3061,"1,959 [1,061 – 3,061]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Male,MLE,Lower respiratory infections,1967,1561,2358,"1,967 [1,561 – 2,358]",7/6/18 0:00
EUR,Europe,Netherlands,2016,Both sexes,BTSX,Ischaemic heart disease,1970,1296,2704,"1,970 [1,296 – 2,704]",7/6/18 0:00
AFR,Africa,Ghana,2016,Female,FMLE,Ischaemic heart disease,1970,1594,2323,"1,970 [1,594 – 2,323]",7/6/18 0:00
AFR,Africa,South Africa,2016,Female,FMLE,Stroke,1979,1489,2662,"1,979 [1,489 – 2,662]",7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Both sexes,BTSX,Stroke,1983,1627,2366,"1,983 [1,627 – 2,366]",7/6/18 0:00
AMR,Americas,Bolivia (Plurinational State of),2016,Male,MLE,Total,1990,1644,2383,"1,990 [1,644 – 2,383]",7/6/18 0:00
AMR,Americas,United States of America,2016,Male,MLE,Lower respiratory infections,1993,348,4846,"1,993 [348 – 4,846]",7/6/18 0:00
EUR,Europe,France,2016,Both sexes,BTSX,Lower respiratory infections,1993,686,3796,"1,993 [686 – 3,796]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Both sexes,BTSX,Stroke,1997,1370,2863,"1,997 [1,370 – 2,863]",7/6/18 0:00
AMR,Americas,Haiti,2016,Female,FMLE,Total,1998,1668,2402,"1,998 [1,668 – 2,402]",7/6/18 0:00
